Year,Jurisdiction,Category,Stream,Management,Fate,Tonnes,Core or non-core
"2017-2018","Vic","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2017-2018","Vic","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2017-2018","Vic","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2017-2018","WA","Ash","C&I","Other disposal","Long-term storage","224529.13216029","Non-core waste"
"2017-2018","WA","Ash","C&I","Recycling","Recycling","880838.879102546","Non-core waste"
"2017-2018","WA","Biosolids","C&I","Other disposal","Disposal","33035.2560398451","Core waste"
"2017-2018","WA","Biosolids","C&I","Recycling","Recycling","108166.90371509","Core waste"
"2017-2018","WA","Building and demolition materials","C&D","Landfill","Disposal","303283","Core waste"
"2017-2018","WA","Building and demolition materials","C&D","Recycling","Recycling","968992","Core waste"
"2017-2018","WA","Building and demolition materials","C&I","Landfill","Disposal","99513","Core waste"
"2017-2018","WA","Building and demolition materials","C&I","Recycling","Recycling","22939","Core waste"
"2017-2018","WA","Building and demolition materials","MSW","Landfill","Disposal","41292","Core waste"
"2017-2018","WA","Building and demolition materials","MSW","Recycling","Recycling","2857","Core waste"
"2017-2018","WA","Glass","C&D","Landfill","Disposal","238","Core waste"
"2017-2018","WA","Glass","C&D","Recycling","Recycling","0","Core waste"
"2017-2018","WA","Glass","C&I","Landfill","Disposal","17155","Core waste"
"2017-2018","WA","Glass","C&I","Recycling","Recycling","292","Core waste"
"2017-2018","WA","Glass","MSW","Landfill","Disposal","51958","Core waste"
"2017-2018","WA","Glass","MSW","Recycling","Recycling","45522","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Landfill","Disposal","22143.8355862976","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Recycling","Recycling","999.374707198016","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Treatment","Disposal","1145.53980566483","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2017-2018","WA","Hazardous wastes","C&D","Treatment","Recycling","4578.46282416684","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","15638.7022512657","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Landfill","Disposal","226873.277079718","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Other disposal","Disposal","3327.17348311471","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Recycling","Recycling","350969.925519072","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Treatment","Disposal","77679.4244149112","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Treatment","Energy recovery","11837.3869754429","Core waste"
"2017-2018","WA","Hazardous wastes","C&I","Treatment","Recycling","71739.8553201187","Core waste"
"2017-2018","WA","Metals","C&D","Landfill","Disposal","2688","Core waste"
"2017-2018","WA","Metals","C&D","Recycling","Recycling","154409","Core waste"
"2017-2018","WA","Metals","C&I","Landfill","Disposal","26137","Core waste"
"2017-2018","WA","Metals","C&I","Recycling","Recycling","440369","Core waste"
"2017-2018","WA","Metals","MSW","Landfill","Disposal","42666","Core waste"
"2017-2018","WA","Metals","MSW","Recycling","Recycling","76021","Core waste"
"2017-2018","WA","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Organics","C&D","Landfill","Disposal","26689","Core waste"
"2017-2018","WA","Organics","C&D","Landfill","Energy recovery","1393","Core waste"
"2017-2018","WA","Organics","C&D","Recycling","Recycling","10685","Core waste"
"2017-2018","WA","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Organics","C&I","Landfill","Disposal","264865","Core waste"
"2017-2018","WA","Organics","C&I","Landfill","Energy recovery","46728","Core waste"
"2017-2018","WA","Organics","C&I","Recycling","Recycling","116685","Core waste"
"2017-2018","WA","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Organics","MSW","Landfill","Disposal","468774","Core waste"
"2017-2018","WA","Organics","MSW","Landfill","Energy recovery","109649","Core waste"
"2017-2018","WA","Organics","MSW","Recycling","Recycling","223600","Core waste"
"2017-2018","WA","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Paper & cardboard","C&D","Landfill","Disposal","9190","Core waste"
"2017-2018","WA","Paper & cardboard","C&D","Landfill","Energy recovery","1341","Core waste"
"2017-2018","WA","Paper & cardboard","C&D","Recycling","Recycling","274","Core waste"
"2017-2018","WA","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Paper & cardboard","C&I","Landfill","Disposal","106700","Core waste"
"2017-2018","WA","Paper & cardboard","C&I","Landfill","Energy recovery","15571","Core waste"
"2017-2018","WA","Paper & cardboard","C&I","Recycling","Recycling","110175","Core waste"
"2017-2018","WA","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Paper & cardboard","MSW","Landfill","Disposal","116140","Core waste"
"2017-2018","WA","Paper & cardboard","MSW","Landfill","Energy recovery","16949","Core waste"
"2017-2018","WA","Paper & cardboard","MSW","Recycling","Recycling","140663","Core waste"
"2017-2018","WA","Plastics","C&D","Landfill","Disposal","6202","Core waste"
"2017-2018","WA","Plastics","C&D","Recycling","Recycling","1588","Core waste"
"2017-2018","WA","Plastics","C&I","Landfill","Disposal","153010","Core waste"
"2017-2018","WA","Plastics","C&I","Recycling","Recycling","6424","Core waste"
"2017-2018","WA","Plastics","MSW","Landfill","Disposal","150736","Core waste"
"2017-2018","WA","Plastics","MSW","Recycling","Recycling","9108","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","51669","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","7494","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","22352","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","3242","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","5834","Core waste"
"2017-2018","WA","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2017-2018","WA","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2017-2018","WA","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2016-2017","ACT","Biosolids","C&I","Other disposal","Disposal","93428.5714285714","Core waste"
"2016-2017","ACT","Biosolids","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Building and demolition materials","C&D","Landfill","Disposal","25123","Core waste"
"2016-2017","ACT","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Building and demolition materials","C&I","Landfill","Disposal","12894","Core waste"
"2016-2017","ACT","Building and demolition materials","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Building and demolition materials","MSW","Landfill","Disposal","329","Core waste"
"2016-2017","ACT","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Glass","C&D","Landfill","Disposal","21","Core waste"
"2016-2017","ACT","Glass","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Glass","C&I","Landfill","Disposal","2157","Core waste"
"2016-2017","ACT","Glass","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Glass","MSW","Landfill","Disposal","4360","Core waste"
"2016-2017","ACT","Glass","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Landfill","Disposal","112478.092488596","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Other disposal","Disposal","4.60504458967083","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Recycling","Recycling","43.9883127074612","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Treatment","Disposal","64.3524154621143","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2016-2017","ACT","Hazardous wastes","C&D","Treatment","Recycling","1.16637864485673","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","1082.50545072019","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Landfill","Disposal","98308.5696774567","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Other disposal","Disposal","104.956054917352","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Recycling","Recycling","6724.81175897606","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Treatment","Disposal","857.909912450007","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Treatment","Energy recovery","66.2947916265391","Core waste"
"2016-2017","ACT","Hazardous wastes","C&I","Treatment","Recycling","923.791609282439","Core waste"
"2016-2017","ACT","Metals","C&D","Landfill","Disposal","1299","Core waste"
"2016-2017","ACT","Metals","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Metals","C&I","Landfill","Disposal","2297","Core waste"
"2016-2017","ACT","Metals","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Metals","MSW","Landfill","Disposal","3331","Core waste"
"2016-2017","ACT","Metals","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Organics","C&D","Landfill","Disposal","30333","Core waste"
"2016-2017","ACT","Organics","C&D","Landfill","Energy recovery","1382","Core waste"
"2016-2017","ACT","Organics","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Organics","C&I","Landfill","Disposal","27333","Core waste"
"2016-2017","ACT","Organics","C&I","Landfill","Energy recovery","6998","Core waste"
"2016-2017","ACT","Organics","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Organics","MSW","Landfill","Disposal","41284","Core waste"
"2016-2017","ACT","Organics","MSW","Landfill","Energy recovery","16009","Core waste"
"2016-2017","ACT","Organics","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Paper & cardboard","C&D","Landfill","Disposal","2225","Core waste"
"2016-2017","ACT","Paper & cardboard","C&D","Landfill","Energy recovery","566","Core waste"
"2016-2017","ACT","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Paper & cardboard","C&I","Landfill","Disposal","14781","Core waste"
"2016-2017","ACT","Paper & cardboard","C&I","Landfill","Energy recovery","3761","Core waste"
"2016-2017","ACT","Paper & cardboard","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Paper & cardboard","MSW","Landfill","Disposal","11742","Core waste"
"2016-2017","ACT","Paper & cardboard","MSW","Landfill","Energy recovery","2988","Core waste"
"2016-2017","ACT","Paper & cardboard","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Plastics","C&D","Landfill","Disposal","2931","Core waste"
"2016-2017","ACT","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Plastics","C&I","Landfill","Disposal","7712","Core waste"
"2016-2017","ACT","Plastics","C&I","Recycling","Recycling","300","Core waste"
"2016-2017","ACT","Plastics","MSW","Landfill","Disposal","13580","Core waste"
"2016-2017","ACT","Plastics","MSW","Recycling","Recycling","1600","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","766","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","200","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","5242","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","1368","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","5004","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","1306","Core waste"
"2016-2017","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
